var,label
m69384e_shuiguozhipin_la_5f53c8e,shuiguo_5｜提问频率(1=7月以来，2=过去7天)
m69384e_shuiguozhipin_la_67a1e96,shuiguo_4｜购买的数量中用于制作加工品的数量(斤)
m69384e_shuiguozhipin_la_67e4680,shuiguo_4｜通常前往该地点的交通方式
m69384e_shuiguozhipin_la_722120c,m69384e_shuiguozhipin_laiyuan-tiankong5｜日均购买量（月均/30，斤）
m69384e_shuiguozhipin_la_72e735f,shuiguo_5｜网购的金额(元)
m69384e_shuiguozhipin_la_743e84e,shuiguo_4｜购买的数量中直接食用的数量(斤)
m69384e_shuiguozhipin_la_785d80c,shuiguo_5｜网购的数量(斤)
m69384e_shuiguozhipin_la_7ef7ed7,shuiguo_5｜购买地点
m69384e_shuiguozhipin_la_830c3a1,shuiguo_4｜直接食用发的或者赠送的数量(斤)
m69384e_shuiguozhipin_la_86970a0,shuiguo_4｜平均1个月购买多少次(次)
m69384e_shuiguozhipin_la_89e654f,shuiguo_4｜直接食用自家生产的数量(斤)（折算日均，斤）
m69384e_shuiguozhipin_la_8b64a88,tiankong5｜购买的数量中还没有消费的数量(斤)
m69384e_shuiguozhipin_la_8c3b72d,shuiguo_5｜平均每次购买的数量(斤)
m69384e_shuiguozhipin_la_8f982a8,shuiguo_4｜购买的数量中腐烂变质扔掉的数量(斤)
m69384e_shuiguozhipin_la_9b7801a,shuiguo_5｜直接食用自家生产的数量(斤)（折算日均，斤）
m69384e_shuiguozhipin_la_9bdf22c,tiankong5｜购买的数量中直接食用的数量(斤)
m69384e_shuiguozhipin_la_9c8a4e9,shuiguo_5｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m69384e_shuiguozhipin_la_9ee9207,m69384e_shuiguozhipin_laiyuan-shuiguo_4｜月均购买量（题10×题11，斤）
m69384e_shuiguozhipin_la_a69bed2,m69384e_shuiguozhipin_laiyuan-shuiguo_4｜均价（总花费/购买总量，元/斤）
m69384e_shuiguozhipin_la_aac1f45,tiankong5｜平均每次花多少钱(元)
m69384e_shuiguozhipin_la_ac7140c,tiankong5｜网购的数量(斤)
m69384e_shuiguozhipin_la_ae3ddf3,shuiguo_5｜通常前往该地点的交通方式
m69384e_shuiguozhipin_la_aefb321,tiankong5｜购买的数量中腐烂变质扔掉的数量(斤)
m69384e_shuiguozhipin_la_b037cb2,shuiguo_4｜是否吃过
m69384e_shuiguozhipin_la_b2c424f,shuiguo_5｜通常前往该地点所需的交通时间(分钟)
m69384e_shuiguozhipin_la_b46a2af,tiankong5｜直接食用发的或者赠送的数量(斤)
m69384e_shuiguozhipin_la_b6a1161,tiankong5｜平均每次购买的数量(斤)
m69384e_shuiguozhipin_la_b736f8f,m69384e_shuiguozhipin_laiyuan-tiankong5｜均价（平均每次花费/平均每次量，元/斤）
m69384e_shuiguozhipin_la_b90f0ae,tiankong5｜直接食用自家生产的数量(斤)（折算日均，斤）
m69384e_shuiguozhipin_la_bd0ac03,shuiguo_5｜直接食用发的或者赠送的数量(斤)
m69384e_shuiguozhipin_la_c23ac96,tiankong5｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m69384e_shuiguozhipin_la_c45f6fa,shuiguo_5｜花费的金额(元)
m69384e_shuiguozhipin_la_d008f93,shuiguo_4｜购买地点
m69384e_shuiguozhipin_la_d1f6e1f,shuiguo_4｜提问频率(1=7月以来，2=过去7天)
m69384e_shuiguozhipin_la_dd9d6a9,shuiguo_5｜平均每次花多少钱(元)
m69384e_shuiguozhipin_la_e32a5b8,tiankong5｜提问频率(1=7月以来，2=过去7天)
m69384e_shuiguozhipin_la_e6c4245,shuiguo_4｜网购的金额(元)
m69384e_shuiguozhipin_la_e6cc8fe,m69384e_shuiguozhipin_laiyuan-shuiguo_5｜均价（平均每次花费/平均每次量，元/斤）
m69384e_shuiguozhipin_la_e858102,shuiguo_4｜网购的数量(斤)
m69384e_shuiguozhipin_la_e943c35,shuiguo_4｜购买的数量(斤)
m69384e_shuiguozhipin_la_ed4523c,m69384e_shuiguozhipin_laiyuan-shuiguo_4｜均价（平均每次花费/平均每次量，元/斤）
m69384e_shuiguozhipin_la_ee586d9,shuiguo_4｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m69384e_shuiguozhipin_la_ef76de4,shuiguo_4｜直接食用自家生产的数量(斤)
m69384e_shuiguozhipin_la_f12fe04,shuiguo_4｜购买的数量中赠送给亲朋好友的数量(斤)
m69384e_shuiguozhipin_la_f2033b6,shuiguo_4｜购买的数量中还没有消费的数量(斤)
m69384e_shuiguozhipin_la_f280539,tiankong5｜平均1个月购买多少次(次)
m69384e_shuiguozhipin_la_f476958,tiankong5｜是否吃过
m69384e_shuiguozhipin_la_f5e5293,tiankong5｜购买地点距您家的距离(公里)
m69384e_shuiguozhipin_la_f79b2da,shuiguo_4｜如果出售该产品，每斤多少钱(元/斤)
m69384e_shuiguozhipin_la_f875507,m69384e_shuiguozhipin_laiyuan-shuiguo_5｜日均购买量（月均/30，斤）
m69384e_tiankong5_selfprod_total,m69384e_tiankong5_selfprod_total
m69384e_tiankong5_total,m69384e_tiankong5_total
m69384e_tiankong5pjxfl,m69384e_tiankong5pjxfl
m69384e_tiankong5zjsc_m,m69384e_tiankong5zjsc_m
m69384e_tiankong5zxfl_f,m69384e_tiankong5zxfl_f
m69384e_tiankong5zxfl_m,m69384e_tiankong5zxfl_m
m709dfc_roulei_11pjxfl,m709dfc_roulei_11pjxfl
m709dfc_roulei_11zjsc_m,m709dfc_roulei_11zjsc_m
m709dfc_roulei_11zxfl_f,m709dfc_roulei_11zxfl_f
m709dfc_roulei_11zxfl_m,m709dfc_roulei_11zxfl_m
m709dfc_roulei_12pjxfl,m709dfc_roulei_12pjxfl
m709dfc_roulei_12zjsc_m,m709dfc_roulei_12zjsc_m
m709dfc_roulei_12zxfl_f,m709dfc_roulei_12zxfl_f
m709dfc_roulei_12zxfl_m,m709dfc_roulei_12zxfl_m
m709dfc_roulei_13pjxfl,m709dfc_roulei_13pjxfl
m709dfc_roulei_13zjsc_m,m709dfc_roulei_13zjsc_m
m709dfc_roulei_13zxfl_f,m709dfc_roulei_13zxfl_f
m709dfc_roulei_13zxfl_m,m709dfc_roulei_13zxfl_m
m709dfc_roulei_selfprod_total,m709dfc_roulei_selfprod_total
m709dfc_roulei_total,m709dfc_roulei_total
m709dfc_rouzhipin_laiyua_0183fff,roulei_12｜平均1个月购买多少次(次)
m709dfc_rouzhipin_laiyua_0aed0b2,roulei_13｜购买的数量中还没有消费的数量(斤)
m709dfc_rouzhipin_laiyua_0c6ec0a,roulei_12｜购买的数量中腐烂变质扔掉的数量(斤)
m709dfc_rouzhipin_laiyua_0d81271,roulei_11｜购买地点距您家的距离(公里)
m709dfc_rouzhipin_laiyua_0d8ab5c,m709dfc_rouzhipin_laiyuan-xiancai_3｜均价（总花费/购买总量，元/斤）
m709dfc_rouzhipin_laiyua_0db1b50,xiancai_3｜购买地点距您家的距离(公里)
m709dfc_rouzhipin_laiyua_14f74e7,xiancai_3｜购买地点
m709dfc_rouzhipin_laiyua_1511a91,roulei_11｜购买的数量中赠送给亲朋好友的数量(斤)
m709dfc_rouzhipin_laiyua_16757d1,roulei_11｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m709dfc_rouzhipin_laiyua_176008c,roulei_13｜购买的数量中腐烂变质扔掉的数量(斤)
m709dfc_rouzhipin_laiyua_1c76230,roulei_11｜平均1个月购买多少次(次)
m709dfc_rouzhipin_laiyua_1e12100,xiancai_3｜购买的数量中腐烂变质扔掉的数量(斤)
m709dfc_rouzhipin_laiyua_1e46b61,roulei_11｜是否吃过
m709dfc_rouzhipin_laiyua_1f12560,xiancai_3｜网购的数量(斤)
m709dfc_rouzhipin_laiyua_1f2d730,roulei_13｜购买地点
m709dfc_rouzhipin_laiyua_215cceb,roulei_13｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m709dfc_rouzhipin_laiyua_22d522f,roulei_13｜直接食用发的或者赠送的数量(斤)
m709dfc_rouzhipin_laiyua_23a9ce9,roulei_12｜直接食用发的或者赠送的数量(斤)
m709dfc_rouzhipin_laiyua_25299b0,roulei_13｜直接食用自家生产的数量(斤)
m709dfc_rouzhipin_laiyua_26462cd,roulei_12｜通常前往该地点所需的交通时间(分钟)
m709dfc_rouzhipin_laiyua_2b23422,roulei_12｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m709dfc_rouzhipin_laiyua_34bb343,xiancai_3｜购买的数量中用于制作加工品的数量(斤)
m709dfc_rouzhipin_laiyua_371c8f2,roulei_11｜购买的数量中腐烂变质扔掉的数量(斤)
m709dfc_rouzhipin_laiyua_3da4a8c,roulei_12｜花费的金额(元)
m709dfc_rouzhipin_laiyua_411f245,m709dfc_rouzhipin_laiyuan-roulei_12｜月均购买量（题10×题11，斤）
m709dfc_rouzhipin_laiyua_44f50c4,xiancai_3｜购买的数量中直接食用的数量(斤)
m709dfc_rouzhipin_laiyua_4868e4c,roulei_13｜购买的数量(斤)
m709dfc_rouzhipin_laiyua_49b5fd3,xiancai_3｜通常前往该地点的交通方式
m709dfc_rouzhipin_laiyua_4b1b194,roulei_12｜购买地点距您家的距离(公里)
m709dfc_rouzhipin_laiyua_4bbacaa,roulei_12｜购买的数量中赠送给亲朋好友的数量(斤)
m709dfc_rouzhipin_laiyua_54bafc9,roulei_13｜平均1个月购买多少次(次)
m709dfc_rouzhipin_laiyua_5806d49,roulei_13｜购买地点距您家的距离(公里)
m709dfc_rouzhipin_laiyua_5ef3f44,roulei_11｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m709dfc_rouzhipin_laiyua_5fe08c8,xiancai_3｜平均每次花多少钱(元)
m709dfc_rouzhipin_laiyua_6035d1e,xiancai_3｜购买的数量中还没有消费的数量(斤)
m709dfc_rouzhipin_laiyua_6208b87,roulei_11｜直接食用自家生产的数量(斤)
m709dfc_rouzhipin_laiyua_6270946,m709dfc_rouzhipin_laiyuan-roulei_11｜日均购买量（月均/30，斤）
m709dfc_rouzhipin_laiyua_65ede74,m709dfc_rouzhipin_laiyuan-roulei_13｜均价（总花费/购买总量，元/斤）
m709dfc_rouzhipin_laiyua_66ab2bd,roulei_13｜平均每次购买的数量(斤)
m709dfc_rouzhipin_laiyua_6781b71,roulei_11｜通常前往该地点的交通方式
m709dfc_rouzhipin_laiyua_6934d8b,roulei_12｜购买的数量(斤)
m709dfc_rouzhipin_laiyua_6ac2784,xiancai_3｜平均1个月购买多少次(次)
m709dfc_rouzhipin_laiyua_6b353c1,m709dfc_rouzhipin_laiyuan-xiancai_3｜均价（平均每次花费/平均每次量，元/斤）
m709dfc_rouzhipin_laiyua_6b7ebb8,m709dfc_rouzhipin_laiyuan-xiancai_3｜月均购买量（题10×题11，斤）
m709dfc_rouzhipin_laiyua_6c33d92,xiancai_3｜平均每次购买的数量(斤)
m709dfc_rouzhipin_laiyua_6c78dfc,roulei_12｜网购的金额(元)
m709dfc_rouzhipin_laiyua_6deeb52,m709dfc_rouzhipin_laiyuan-roulei_13｜均价（平均每次花费/平均每次量，元/斤）
m709dfc_rouzhipin_laiyua_7166784,roulei_11｜购买的数量中用于制作加工品的数量(斤)
m709dfc_rouzhipin_laiyua_7217f35,roulei_11｜购买地点
m709dfc_rouzhipin_laiyua_73ee2e1,roulei_13｜通常前往该地点所需的交通时间(分钟)
m709dfc_rouzhipin_laiyua_7477052,roulei_11｜花费的金额(元)
m709dfc_rouzhipin_laiyua_772a850,roulei_11｜通常前往该地点所需的交通时间(分钟)
m709dfc_rouzhipin_laiyua_7930f9c,roulei_12｜是否吃过
m709dfc_rouzhipin_laiyua_7cb53df,roulei_12｜网购的数量(斤)
m709dfc_rouzhipin_laiyua_7f9b0c3,m709dfc_rouzhipin_laiyuan-roulei_12｜均价（总花费/购买总量，元/斤）
m709dfc_rouzhipin_laiyua_7fc9570,roulei_12｜平均每次购买的数量(斤)
m709dfc_rouzhipin_laiyua_8435103,xiancai_3｜购买的数量中赠送给亲朋好友的数量(斤)
m709dfc_rouzhipin_laiyua_8ee81f6,roulei_11｜提问频率(1=7月以来，2=过去7天)
m709dfc_rouzhipin_laiyua_8fb33db,xiancai_3｜直接食用自家生产的数量(斤)（折算日均，斤）
m709dfc_rouzhipin_laiyua_9197029,roulei_12｜如果出售该产品，每斤多少钱(元/斤)
m709dfc_rouzhipin_laiyua_933fad5,xiancai_3｜购买的数量(斤)
m709dfc_rouzhipin_laiyua_93acdd6,roulei_13｜购买的数量中用于制作加工品的数量(斤)
m709dfc_rouzhipin_laiyua_93b3e59,roulei_13｜网购的金额(元)
m709dfc_rouzhipin_laiyua_954884f,roulei_11｜直接食用发的或者赠送的数量(斤)
m709dfc_rouzhipin_laiyua_9864156,xiancai_3｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m709dfc_rouzhipin_laiyua_9a23186,m709dfc_rouzhipin_laiyuan-roulei_12｜日均购买量（月均/30，斤）
m709dfc_rouzhipin_laiyua_9e4e173,roulei_11｜如果出售该产品，每斤多少钱(元/斤)
m709dfc_rouzhipin_laiyua_a03a86d,xiancai_3｜直接食用发的或者赠送的数量(斤)
m709dfc_rouzhipin_laiyua_a58a7f1,roulei_12｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m709dfc_rouzhipin_laiyua_a59f252,roulei_12｜直接食用自家生产的数量(斤)
m709dfc_rouzhipin_laiyua_a5bef89,roulei_11｜购买的数量中直接食用的数量(斤)
m709dfc_rouzhipin_laiyua_a703320,xiancai_3｜提问频率(1=7月以来，2=过去7天)
m709dfc_rouzhipin_laiyua_aa41740,roulei_11｜平均每次购买的数量(斤)
m709dfc_rouzhipin_laiyua_ab5d602,xiancai_3｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m709dfc_rouzhipin_laiyua_ae5ca8a,m709dfc_rouzhipin_laiyuan-roulei_11｜均价（平均每次花费/平均每次量，元/斤）
m709dfc_rouzhipin_laiyua_ae86d76,roulei_13｜购买的数量中赠送给亲朋好友的数量(斤)
m709dfc_rouzhipin_laiyua_af7ce34,roulei_11｜购买的数量(斤)
m709dfc_rouzhipin_laiyua_b042ed4,roulei_11｜网购的数量(斤)
m709dfc_rouzhipin_laiyua_b170439,roulei_12｜提问频率(1=7月以来，2=过去7天)
m709dfc_rouzhipin_laiyua_b20a23e,xiancai_3｜如果出售该产品，每斤多少钱(元/斤)
m709dfc_rouzhipin_laiyua_b24a05a,roulei_12｜购买的数量中还没有消费的数量(斤)
m709dfc_rouzhipin_laiyua_b35ae43,roulei_12｜购买地点
m709dfc_rouzhipin_laiyua_b77904f,m709dfc_rouzhipin_laiyuan-xiancai_3｜日均购买量（月均/30，斤）
m709dfc_rouzhipin_laiyua_c72a24b,xiancai_3｜是否吃过
m709dfc_rouzhipin_laiyua_cac852c,roulei_11｜平均每次花多少钱(元)
m709dfc_rouzhipin_laiyua_cafcebc,xiancai_3｜通常前往该地点所需的交通时间(分钟)
m709dfc_rouzhipin_laiyua_cc61e94,roulei_13｜是否吃过
m709dfc_rouzhipin_laiyua_cda5de8,m709dfc_rouzhipin_laiyuan-roulei_12｜均价（平均每次花费/平均每次量，元/斤）
m709dfc_rouzhipin_laiyua_cee920f,roulei_13｜通常前往该地点的交通方式
m709dfc_rouzhipin_laiyua_cf26baa,roulei_13｜平均每次花多少钱(元)
m709dfc_rouzhipin_laiyua_cf67ffd,roulei_12｜通常前往该地点的交通方式
m709dfc_rouzhipin_laiyua_d3231d4,roulei_12｜购买的数量中用于制作加工品的数量(斤)
m709dfc_rouzhipin_laiyua_d43299f,xiancai_3｜网购的金额(元)
m709dfc_rouzhipin_laiyua_d5cb509,roulei_12｜购买的数量中直接食用的数量(斤)
m709dfc_rouzhipin_laiyua_d5db7b8,roulei_13｜提问频率(1=7月以来，2=过去7天)
m709dfc_rouzhipin_laiyua_d716cbc,roulei_12｜直接食用自家生产的数量(斤)（折算日均，斤）
m709dfc_rouzhipin_laiyua_dadf885,xiancai_3｜直接食用自家生产的数量(斤)
m709dfc_rouzhipin_laiyua_de1838e,xiancai_3｜花费的金额(元)
m709dfc_rouzhipin_laiyua_debff16,roulei_13｜购买的数量中直接食用的数量(斤)
m709dfc_rouzhipin_laiyua_e403688,m709dfc_rouzhipin_laiyuan-roulei_11｜月均购买量（题10×题11，斤）
m709dfc_rouzhipin_laiyua_ea25f07,roulei_11｜购买的数量中还没有消费的数量(斤)
m709dfc_rouzhipin_laiyua_ec9a663,roulei_13｜花费的金额(元)
m709dfc_rouzhipin_laiyua_ed5ad37,m709dfc_rouzhipin_laiyuan-roulei_13｜日均购买量（月均/30，斤）
m709dfc_rouzhipin_laiyua_ede722c,m709dfc_rouzhipin_laiyuan-roulei_11｜均价（总花费/购买总量，元/斤）
m709dfc_rouzhipin_laiyua_f0af02b,roulei_11｜网购的金额(元)
m709dfc_rouzhipin_laiyua_f28fba9,m709dfc_rouzhipin_laiyuan-roulei_13｜月均购买量（题10×题11，斤）
m709dfc_rouzhipin_laiyua_f3652ac,roulei_12｜平均每次花多少钱(元)
m709dfc_rouzhipin_laiyua_f830ac0,roulei_11｜直接食用自家生产的数量(斤)（折算日均，斤）
m709dfc_rouzhipin_laiyua_f84750d,roulei_13｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m709dfc_rouzhipin_laiyua_f9ca8e5,roulei_13｜网购的数量(斤)
m709dfc_rouzhipin_laiyua_fb38fa3,roulei_13｜直接食用自家生产的数量(斤)（折算日均，斤）
m709dfc_rouzhipin_laiyua_fb6a830,roulei_13｜如果出售该产品，每斤多少钱(元/斤)
m709dfc_xiancai_3pjxfl,m709dfc_xiancai_3pjxfl
m709dfc_xiancai_3zjsc_m,m709dfc_xiancai_3zjsc_m
m709dfc_xiancai_3zxfl_f,m709dfc_xiancai_3zxfl_f
m709dfc_xiancai_3zxfl_m,m709dfc_xiancai_3zxfl_m
m709dfc_xiancai_selfprod_total,m709dfc_xiancai_selfprod_total
m709dfc_xiancai_total,m709dfc_xiancai_total
m7ca6a7_pianhao_4,m7ca6a7_pianhao_4
m7ca6a7_pianhao_5,m7ca6a7_pianhao_5
m7ca6a7_pianhao_6,m7ca6a7_pianhao_6
m7ca6a7_pianhao_7,m7ca6a7_pianhao_7
m7ca6a7_xinguan_1,m7ca6a7_xinguan_1
m7ca6a7_xinguan_2,m7ca6a7_xinguan_2
m7ca6a7_xinguan_3,m7ca6a7_xinguan_3
m7ca6a7_xinguan_4,m7ca6a7_xinguan_4
m7ca6a7_xinguan_5,m7ca6a7_xinguan_5
m9a5264_tiankong7_selfprod_total,m9a5264_tiankong7_selfprod_total
m9a5264_tiankong7_total,m9a5264_tiankong7_total
m9a5264_tiankong7pjxfl,m9a5264_tiankong7pjxfl
m9a5264_tiankong7zjsc_m,m9a5264_tiankong7zjsc_m
m9a5264_tiankong7zxfl_f,m9a5264_tiankong7zxfl_f
m9a5264_tiankong7zxfl_m,m9a5264_tiankong7zxfl_m
m9a5264_yanjiu_1pjxfl,m9a5264_yanjiu_1pjxfl
m9a5264_yanjiu_1zjsc_m,m9a5264_yanjiu_1zjsc_m
m9a5264_yanjiu_1zxfl_f,m9a5264_yanjiu_1zxfl_f
m9a5264_yanjiu_1zxfl_m,m9a5264_yanjiu_1zxfl_m
m9a5264_yanjiu_2pjxfl,m9a5264_yanjiu_2pjxfl
m9a5264_yanjiu_2zjsc_m,m9a5264_yanjiu_2zjsc_m
m9a5264_yanjiu_2zxfl_f,m9a5264_yanjiu_2zxfl_f
m9a5264_yanjiu_2zxfl_m,m9a5264_yanjiu_2zxfl_m
m9a5264_yanjiu_3pjxfl,m9a5264_yanjiu_3pjxfl
m9a5264_yanjiu_3zjsc_m,m9a5264_yanjiu_3zjsc_m
m9a5264_yanjiu_3zxfl_f,m9a5264_yanjiu_3zxfl_f
m9a5264_yanjiu_3zxfl_m,m9a5264_yanjiu_3zxfl_m
m9a5264_yanjiu_4pjxfl,m9a5264_yanjiu_4pjxfl
m9a5264_yanjiu_4zjsc_m,m9a5264_yanjiu_4zjsc_m
m9a5264_yanjiu_4zxfl_f,m9a5264_yanjiu_4zxfl_f
m9a5264_yanjiu_4zxfl_m,m9a5264_yanjiu_4zxfl_m
m9a5264_yanjiu_7pjxfl,m9a5264_yanjiu_7pjxfl
m9a5264_yanjiu_7zjsc_m,m9a5264_yanjiu_7zjsc_m
m9a5264_yanjiu_7zxfl_f,m9a5264_yanjiu_7zxfl_f
m9a5264_yanjiu_7zxfl_m,m9a5264_yanjiu_7zxfl_m
m9a5264_yanjiu_8pjxfl,m9a5264_yanjiu_8pjxfl
m9a5264_yanjiu_8zjsc_m,m9a5264_yanjiu_8zjsc_m
m9a5264_yanjiu_8zxfl_f,m9a5264_yanjiu_8zxfl_f
m9a5264_yanjiu_8zxfl_m,m9a5264_yanjiu_8zxfl_m
m9a5264_yanjiu_9pjxfl,m9a5264_yanjiu_9pjxfl
m9a5264_yanjiu_9zjsc_m,m9a5264_yanjiu_9zjsc_m
m9a5264_yanjiu_9zxfl_f,m9a5264_yanjiu_9zxfl_f
m9a5264_yanjiu_9zxfl_m,m9a5264_yanjiu_9zxfl_m
m9a5264_yanjiu_laiyuan_0_03e99c1,tiankong7｜购买的数量中赠送给亲朋好友的数量(斤)
m9a5264_yanjiu_laiyuan_0_0623b11,yanjiu_4｜购买的数量中赠送给亲朋好友的数量(斤)
m9a5264_yanjiu_laiyuan_0_0649fe7,tiankong7｜购买的数量中直接食用的数量(斤)
m9a5264_yanjiu_laiyuan_0_067f58b,yanjiu_9｜花费的金额(元)
m9a5264_yanjiu_laiyuan_0_083d0c0,yanjiu_7｜花费的金额(元)
m9a5264_yanjiu_laiyuan_0_0976663,yanjiu_2｜是否吃过
m9a5264_yanjiu_laiyuan_0_0a9887d,yanjiu_8｜购买的数量中赠送给亲朋好友的数量(斤)
m9a5264_yanjiu_laiyuan_0_0c38630,yanjiu_3｜如果出售该产品，每斤多少钱(元/斤)
m9a5264_yanjiu_laiyuan_0_0c86825,yanjiu_7｜直接食用自家生产的数量(斤)（折算日均，斤）
m9a5264_yanjiu_laiyuan_0_0e42b39,tiankong7｜提问频率(1=7月以来，2=过去7天)
m9a5264_yanjiu_laiyuan_0_12ca05f,tiankong7｜直接食用自家生产的数量(斤)（折算日均，斤）
m9a5264_yanjiu_laiyuan_0_13fc7af,yanjiu_1｜花费的金额(元)
m9a5264_yanjiu_laiyuan_0_15e0b80,yanjiu_3｜购买的数量中直接食用的数量(斤)
m9a5264_yanjiu_laiyuan_0_20d4565,yanjiu_4｜直接食用发的或者赠送的数量(斤)
m9a5264_yanjiu_laiyuan_0_221c51c,yanjiu_3｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m9a5264_yanjiu_laiyuan_0_239a8d8,yanjiu_1｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m9a5264_yanjiu_laiyuan_0_26b1417,yanjiu_3｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m9a5264_yanjiu_laiyuan_0_2add1c4,yanjiu_1｜购买的数量中直接食用的数量(斤)
m9a5264_yanjiu_laiyuan_0_2af2af8,yanjiu_8｜直接食用发的或者赠送的数量(斤)
m9a5264_yanjiu_laiyuan_0_30d07c3,yanjiu_2｜直接食用自家生产的数量(斤)
m9a5264_yanjiu_laiyuan_0_31e1058,yanjiu_7｜如果出售该产品，每斤多少钱(元/斤)
m9a5264_yanjiu_laiyuan_0_351fa4c,yanjiu_4｜直接食用自家生产的数量(斤)（折算日均，斤）
m9a5264_yanjiu_laiyuan_0_3d57d2f,yanjiu_9｜是否吃过
m9a5264_yanjiu_laiyuan_0_3e4c9c1,yanjiu_7｜购买的数量中还没有消费的数量(斤)
m9a5264_yanjiu_laiyuan_0_41a6747,yanjiu_2｜花费的金额(元)
m9a5264_yanjiu_laiyuan_0_428295f,yanjiu_3｜直接食用自家生产的数量(斤)
m9a5264_yanjiu_laiyuan_0_4386a0c,tiankong7｜花费的金额(元)
m9a5264_yanjiu_laiyuan_0_453dbd2,yanjiu_9｜购买的数量中直接食用的数量(斤)
m9a5264_yanjiu_laiyuan_0_471f9d0,yanjiu_2｜购买的数量中赠送给亲朋好友的数量(斤)
m9a5264_yanjiu_laiyuan_0_478a1cc,yanjiu_3｜购买的数量中还没有消费的数量(斤)
m9a5264_yanjiu_laiyuan_0_4856203,yanjiu_1｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m9a5264_yanjiu_laiyuan_0_4aa7be3,yanjiu_1｜购买的数量中还没有消费的数量(斤)
m9a5264_yanjiu_laiyuan_0_4af8ecc,yanjiu_9｜购买的数量(斤)
m9a5264_yanjiu_laiyuan_0_5422d1b,yanjiu_4｜是否吃过
m9a5264_yanjiu_laiyuan_0_54b838c,yanjiu_9｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m9a5264_yanjiu_laiyuan_0_5777f6d,yanjiu_3｜购买的数量(斤)
m9a5264_yanjiu_laiyuan_0_591112c,yanjiu_1｜直接食用发的或者赠送的数量(斤)
m9a5264_yanjiu_laiyuan_0_5a28e1a,yanjiu_9｜如果出售该产品，每斤多少钱(元/斤)
m9a5264_yanjiu_laiyuan_0_5a3643c,yanjiu_1｜提问频率(1=7月以来，2=过去7天)
m9a5264_yanjiu_laiyuan_0_5b29db3,yanjiu_9｜购买的数量中还没有消费的数量(斤)
m9a5264_yanjiu_laiyuan_0_5ca99c0,yanjiu_7｜直接食用发的或者赠送的数量(斤)
m9a5264_yanjiu_laiyuan_0_6529aa5,yanjiu_9｜提问频率(1=7月以来，2=过去7天)
m9a5264_yanjiu_laiyuan_0_6e1fc2a,yanjiu_4｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m9a5264_yanjiu_laiyuan_0_6fa4e44,yanjiu_8｜直接食用自家生产的数量(斤)（折算日均，斤）
m9a5264_yanjiu_laiyuan_0_73075c5,yanjiu_7｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m9a5264_yanjiu_laiyuan_0_7357fb2,yanjiu_8｜购买的数量中直接食用的数量(斤)
m9a5264_yanjiu_laiyuan_0_77a7d39,tiankong7｜如果出售该产品，每斤多少钱(元/斤)
m9a5264_yanjiu_laiyuan_0_7830e78,yanjiu_2｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m9a5264_yanjiu_laiyuan_0_7ae11fc,yanjiu_9｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m9a5264_yanjiu_laiyuan_0_7ba1bf6,yanjiu_4｜花费的金额(元)
m9a5264_yanjiu_laiyuan_0_7e4d7f6,yanjiu_7｜是否吃过
m9a5264_yanjiu_laiyuan_0_8154701,yanjiu_8｜是否吃过
m9a5264_yanjiu_laiyuan_0_848014d,yanjiu_7｜购买的数量中直接食用的数量(斤)
m9a5264_yanjiu_laiyuan_0_84eb88d,yanjiu_2｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m9a5264_yanjiu_laiyuan_0_85569f0,yanjiu_7｜提问频率(1=7月以来，2=过去7天)
m9a5264_yanjiu_laiyuan_0_8879b73,yanjiu_8｜直接食用发的或者赠送的数量(斤)（折算日均，斤）
m9a5264_yanjiu_laiyuan_0_88a67ad,yanjiu_1｜如果出售该产品，每斤多少钱(元/斤)
m9a5264_yanjiu_laiyuan_0_895ded4,tiankong7｜购买的数量(斤)
m9a5264_yanjiu_laiyuan_0_8b8da5e,yanjiu_8｜购买的数量中还没有消费的数量(斤)
m9a5264_yanjiu_laiyuan_0_8da5e07,yanjiu_8｜购买的数量中直接食用的数量(斤)（折算日均，斤）
m9a5264_yanjiu_laiyuan_0_8e69910,yanjiu_8｜花费的金额(元)
m9a5264_yanjiu_laiyuan_0_8fd9de3,yanjiu_3｜直接食用自家生产的数量(斤)（折算日均，斤）
